Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2010-01-04,23.254051208496094,23.366752298143066,22.98356744688568,23.006108238043918,38409100
2010-01-05,23.261564254760742,23.36675318441677,23.021134872242104,23.17891755019006,49749600
2010-01-06,23.118812561035156,23.351728369956916,22.930976907662572,23.201459274029926,58182400
2010-01-07,22.878387451171875,23.066223139824938,22.683038163003985,23.013627943221117,50559700
2010-01-08,23.03617286682129,23.201467786528987,22.72060879605362,22.750663199494745,51197400
2010-01-11,22.743141174316406,23.111298881663412,22.630440069303617,23.073730891277616,68754700
2010-01-12,22.592870712280273,22.840813701539318,22.472656016462082,22.65297806018937,65912100
2010-01-13,22.803247451782227,22.930975746933075,22.547790861480532,22.735626505345177,51863500
2010-01-14,23.261564254760742,23.36675318441677,22.73562533876926,22.773191892385736,63228100
2010-01-15,23.186429977416992,23.471939496481504,23.07372745611081,23.351724811288857,79913200
2010-01-19,23.366758346557617,23.471945866379315,23.051194354020055,23.1037881139309,46575700
2010-01-20,22.983572006225586,23.246542222949675,22.77319554623184,23.14886687495985,54849500
2010-01-21,22.54778480529785,23.08123720271706,22.5402712095927,22.998590516104077,73086700
2010-01-22,21.758880615234375,22.690546683515283,21.66872030738284,22.540277592999715,102004600
2010-01-25,22.02936553955078,22.284822146741124,21.864070677927987,21.96925818686319,63373000
2010-01-26,22.164602279663086,22.427572423832807,21.856551989744034,21.93920011784446,66639900
2010-01-27,22.29233169555664,22.40503278223967,21.803959364548813,22.0519023284803,63949500
2010-01-28,21.909151077270508,22.44260509223015,21.70628822229688,22.420064297320074,117513700
2010-01-29,21.172834396362305,22.48017032981248,20.782135905977952,22.465143134088716,193888500
2010-02-01,21.345643997192383,21.398237751984887,20.977486280572514,21.33061680065957,85931100
2010-02-02,21.383209228515625,21.413263619716222,21.142779831199842,21.315589714458778,54413700
2010-02-03,21.510940551757812,21.63115670040345,21.12775704153855,21.23294455939698,61397900
2010-02-04,20.917375564575195,21.41326150585448,20.894834773399918,21.32309977422547,77850000
2010-02-05,21.05261993408203,21.247969181476744,20.714515191846512,21.037592738188835,80960100
2010-02-08,20.82721519470215,21.097698974202242,20.714514097601175,21.0451052244266,52820600
2010-02-09,21.045106887817383,21.293049894265646,20.84975763530173,21.015052495243136,59195800
2010-02-10,21.03008270263672,21.217918383903292,20.91738158049128,21.06013709951418,48591300
2010-02-11,21.127748489379883,21.33812343994048,20.81218463046711,20.984993035019567,65993700
2010-02-12,20.985000610351562,21.082674525074964,20.722030394149865,20.894838861084093,81117200
2010-02-16,21.40016746520996,21.415264930457376,21.15106504772174,21.23409822703546,51935600
2010-02-17,21.58133316040039,21.626624117274748,21.407716625904065,21.536042203526037,45882900
2010-02-18,21.86817741394043,21.91346980977432,21.520944351188472,21.581332772526792,42856500
2010-02-19,21.71720314025879,21.83043122975311,21.656814729876935,21.732300602797572,44451800
2010-02-22,21.687013626098633,21.845534142760222,21.626625200649844,21.77004825100583,36707100
2010-02-23,21.385068893432617,21.762496866447503,21.203903639158284,21.64926876249773,52266200
2010-02-24,21.611530303955078,21.732308608986827,21.422816272017815,21.52849710894887,43165900
2010-02-25,21.588876724243164,21.62661893930641,21.151060406552716,21.33977436141538,48735300
2010-02-26,21.6417236328125,21.77759795607967,21.520946776524724,21.626626165833105,40370600
2010-03-01,21.905929565429688,21.928574332347683,21.53605016143679,21.717215495651224,43805400
2010-03-02,21.483200073242188,22.11727919903686,21.317132279257294,21.951211405051968,93123900
2010-03-03,21.483200073242188,21.596429619813268,21.400166896136486,21.520943735357047,48442100
2010-03-04,21.611530303955078,21.626627772055773,21.339783077011603,21.483204704646788,42890600
2010-03-05,21.58133316040039,21.649270315598702,21.45300758277842,21.6341728500494,56001800
2010-03-08,21.611530303955078,21.837988006144077,21.513399640848174,21.52849710894887,39414500
2010-03-09,21.739852905273438,21.97385930924261,21.551138899360392,21.558687632369747,50271600
2010-03-10,21.86817741394043,21.97385823111264,21.73985183862481,21.7851442344587,44891400
2010-03-11,22.026697158813477,22.03424589119166,21.777594749427433,21.807788239166673,35349700
2010-03-12,22.094640731811523,22.177673932556495,21.9210241559756,22.132382964897975,31700200
2010-03-15,22.10973358154297,22.170122005728608,21.89837337700643,22.026698958372613,37512000
2010-03-16,22.170120239257812,22.260702148432085,22.041794668116353,22.207862461451512,36723500
2010-03-17,22.36638832092285,22.547555073886162,22.192771742421435,22.268257649527158,50385700
2010-03-18,22.351282119750977,22.4343152839842,22.268247515744484,22.366378142483118,43845200
2010-03-19,22.3361873626709,22.57019230075507,22.155022109982497,22.464512929963533,81332100
2010-03-22,22.343734741210938,22.41922061853472,22.185214254853662,22.26824886388716,37718200
2010-03-23,22.555103302001953,22.57020077200253,22.200321395632294,22.33619574608952,42026600
2010-03-24,22.381484985351562,22.532456794133328,22.343742753043056,22.434324686493017,33987700
2010-03-25,22.653226852416992,23.07594577419215,22.49470635689291,22.51735255333162,73168700
2010-03-26,22.389020919799805,22.796643706605302,22.336181248867177,22.71360911526943,55595500
2010-03-29,22.3361873626709,22.509803883192273,22.30599243400278,22.42676926912838,33336000
2010-03-30,22.472063064575195,22.540000218544872,22.26825160266616,22.366382247414844,34954800
2010-03-31,22.10973358154297,22.43432046168228,22.01915022537771,22.37393203749664,63760000
2010-04-01,22.01160430908203,22.29845044050008,21.603982753611362,22.155027374791054,74768100
2010-04-05,22.094640731811523,22.21541760541685,21.91347542140353,21.988959887576435,34331200
2010-04-06,22.132381439208984,22.328644205231804,21.87573024054636,22.004055839877672,47366800
2010-04-07,22.155019760131836,22.313538799505977,21.996499280984402,22.011596743717167,58318800
2010-04-08,22.585298538208008,22.630589509029743,22.117287040470064,22.132384510668643,63713800
2010-04-09,22.902328491210938,22.95516817470092,22.57019148670811,22.60793514618195,54752500
2010-04-12,22.88723373413086,23.015559311971277,22.804199113241896,22.834394044391903,37068800
2010-04-13,22.98537254333496,23.023114778537725,22.74381734280573,22.75891481279643,41374600
2010-04-14,23.26466178894043,23.400536099884174,23.143884943606785,23.24201703029885,68941200
2010-04-15,23.302406311035156,23.362794735925675,23.1816280214805,23.26466264562007,52745400
2010-04-16,23.15143394470215,23.385438905276157,23.098594254228043,23.242017299638892,88703100
2010-04-19,23.430736541748047,23.589255648615268,23.21937629281785,23.226925027398277,64970300
2010-04-20,23.672283172607422,23.732671591322298,23.49866520900036,23.56660236002628,52199500
2010-04-21,23.649639129638672,23.77796471106712,23.574153239426597,23.649639129638672,55343100
2010-04-22,23.69493865966797,23.800619520105116,23.325059247573265,23.43074010801041,84847600
2010-04-23,23.37034034729004,23.838351686339365,23.136335397652132,23.49111862815238,126766600
2010-04-26,23.483564376831055,23.61188992030233,23.294850427007013,23.40052977818106,63649300
2010-04-27,23.28730583190918,23.58924791729588,23.211819950619144,23.36279171319921,68730900
2010-04-28,23.332597732543945,23.40053488448724,23.113690251661602,23.340146464956923,64557900
2010-04-29,23.40053367614746,23.72512195427712,23.15143127847618,23.347693991758614,52665200
2010-04-30,23.053308486938477,23.460930076493025,23.038211017754332,23.45338134190095,63214800
2010-05-03,23.29485511779785,23.445825444193463,23.083494933115837,23.151432083914575,43989500
2010-05-04,22.74380874633789,23.060848297441343,22.456964123803075,23.03820354078831,82085600
2010-05-05,22.532451629638672,22.713616894788935,22.411674786205165,22.472063207921916,66833800
2010-05-06,21.87572479248047,22.55509485042721,21.068029167161406,22.336187376541165,128613000
2010-05-07,21.294485092163086,21.85307974731004,20.622663775255123,21.837982283165868,173718100
